title, date, location, link, category, price
Talent Unlimited Showcase concert: Recital at St James’s Church| Piccadilly,Thu| May 28| 19:00,St James's Piccadilly|197 Piccadilly|London|W1J 9LL|,https://www.eventbrite.co.uk/e/talent-unlimited-showcase-concert-recital-at-st-jamess-church-piccadilly-tickets-86506608595?aff=ebdssbdestsearch,"music,arts",From £5.98
Re:Sound - Choral Conducting Workshop,Sat| May 23| 11:00,The VOCES8 Centre|St Anne & St Agnes Church|Gresham Street|London|,https://www.eventbrite.co.uk/e/resound-choral-conducting-workshop-tickets-72097299965?aff=ebdssbdestsearch,music,£50 - £85
Big Sandy and his Fly Rite Boys / Danny O' and the Astrotones + DJ's,Fri| May 29| 20:00,Nambucca|596 Holloway Road|London|N7 6LB|,https://www.eventbrite.co.uk/e/big-sandy-and-his-fly-rite-boys-danny-o-and-the-astrotones-djs-tickets-96905505977?aff=ebdssbdestsearch,music,£19.99
The Pickle Factory with DJ Sotofett| Leif,Thu| Apr 9| 23:00,The Pickle Factory|13-14 The Oval|London|E2 9DU|,https://www.eventbrite.co.uk/e/the-pickle-factory-with-dj-sotofett-leif-tickets-95374288063?aff=ebdssbdestsearch,music,From £6.64
I Like Muhself Summer Wear Fete,Sat| Jun 13| 22:00,WindRush Bar and Kitchen|184 Stoke Newington High Street|London|N16 7JD|,https://www.eventbrite.co.uk/e/i-like-muhself-summer-wear-fete-tickets-94426290577?aff=ebdssbdestsearch,music,£11.37
HUNGRY HEART - ALL BRUCE SPRINGSTEEN CLUB NIGHT - LONDON,Sat| May 16| 20:00,Bush Hall|310 Uxbridge Road|London|W12 7LJ|,https://www.eventbrite.co.uk/e/hungry-heart-all-bruce-springsteen-club-night-london-tickets-97304722043?aff=ebdssbdestsearch,music,£14.14
Lush 90s RnB & Party Anthems  - Boat Party,Sun| Apr 12| 20:00,M.V Jewel of London|Festival  Pier|Belvedere Road|London|,https://www.eventbrite.co.uk/e/lush-90s-rnb-party-anthems-boat-party-tickets-90392966797?aff=ebdssbdestsearch,music,£27.50
The Box,Sat| May 2| 22:00,Revolution London - America Square|1 America Square|London|EC3N 2LS|,https://www.eventbrite.co.uk/e/the-box-tickets-98110387811?aff=ebdssbdestsearch,music,£0 - £22.15
BACH CONCERTOS by Candlelight| Friday 8th May| St Martin in the Fields,Fri| May 8| 19:30,St Martin-in-the-Fields|Trafalgar Square|Charing Cross|London|,https://www.eventbrite.co.uk/e/bach-concertos-by-candlelight-friday-8th-may-st-martin-in-the-fields-tickets-86922901739?aff=ebdssbdestsearch,music,From £10.30
Sutara The Musical!!! Dinner| Show and Dance,Sun| Apr 12| 16:00,Jack Solomons Club|41 Great Windmill Street|London|W1D 7NB|,https://www.eventbrite.co.uk/e/sutara-the-musical-dinner-show-and-dance-tickets-96130275241?aff=ebdssbdestsearch,"music,arts",£22.15
Easter Affair PT 9,Sun| Apr 12| 23:00,Masti|572-582 High Road|Wembley|HA0 2AA|,https://www.eventbrite.co.uk/e/easter-affair-pt-9-tickets-88481391223?aff=ebdssbdestsearch,music,£16.22
The Seventh Annual BEATLES 1Day,Sun| May 24| 12:00,The Hare & Hounds|278 Lea Bridge Road|London|E10 7LD|,https://www.eventbrite.com/e/the-seventh-annual-beatles-1day-tickets-93142978155?aff=ebdssbdestsearch,music,£8.68
Ali Mac Band - The Bird Returns!,Sat| Jun 6| 18:00,Woolwich Garrison Church - St George's|Grand Depot Road A205 South Circular|SE London|,https://www.eventbrite.co.uk/e/ali-mac-band-the-bird-returns-tickets-85082372667?aff=ebdssbdestsearch,music,From £11.37
00's Anthems - Performed by a 10 Piece Brass Band,Sun| Apr 12| 19:00,XOYO|32-37 Cowper Street|London|EC2A 4AP|,https://www.eventbrite.co.uk/e/00s-anthems-performed-by-a-10-piece-brass-band-tickets-95367365357?aff=ebdssbdestsearch,music,£13.57
Wimbledon Grand Opening Concert,Sat| Apr 18| 19:00,Merton Arts Space|Compton Road|London|SW19 7QA|,https://www.eventbrite.com/e/wimbledon-grand-opening-concert-tickets-93006921205?aff=ebdssbdestsearch,music,Free
CHIQUE w/ Colin Francis| Sammy Porter & Steve Runningman,Sat| Apr 25| 21:30,Trent Park Country Club|Bramley Road|Oakwood|London|,https://www.eventbrite.com/e/chique-w-colin-francis-sammy-porter-steve-runningman-tickets-95920750547?aff=ebdssbdestsearch,music,From £16.76
Rampage Sound May Bank Holiday Sunday Rave,Sun| May 24| 22:00,Fire & Lightbox Complex|39 Parry Street|London|SW8 1RT|,https://www.eventbrite.co.uk/e/rampage-sound-may-bank-holiday-sunday-rave-tickets-89791275121?aff=ebdssbdestsearch,music,From £7.06
AGS Garden Party - Bank Holiday Sunday 24th May 2020,Sun| May 24| 14:00,28WEST|28 Westferry Circus|London|E14 8RR|,https://www.eventbrite.co.uk/e/ags-garden-party-bank-holiday-sunday-24th-may-2020-tickets-97612833613?aff=ebdssbdestsearch,music,From £11.37
Loose Ends: Simba| Island Times| Admin| David J Bull + More,Sat| Apr 18| 20:00,NT's Loft|1 Westgate Street|#207|London|,https://www.eventbrite.co.uk/e/loose-ends-simba-island-times-admin-david-j-bull-more-tickets-97173796441?aff=ebdssbdestsearch,music,Free
The B B King Blues Band + Deep Blue Sea + Luke Doherty Band,Fri| May 1| 19:00,Under the Bridge|Fulham Road|London|SW6 1HS|,https://www.eventbrite.co.uk/e/the-b-b-king-blues-band-deep-blue-sea-luke-doherty-band-tickets-95353070601?aff=ebdssbdestsearch,music,£24.50
London 80s Boat Party with FREE Popworld After Party!,Sat| Apr 25| 19:00,Crown Pier|Victoria Embankment|London|EC4Y 0HJ|,https://www.eventbrite.co.uk/e/london-80s-boat-party-with-free-popworld-after-party-tickets-85987854989?aff=ebdssbdestsearch,music,£27.52
Thaiboy Digital,Tue| May 5| 19:30,Tue| 5 May 2020|19:30 – 23:30 BST|Add to Calendar|,https://www.eventbrite.co.uk/e/thaiboy-digital-tickets-90310213279?aff=ebdssbdestsearch,music,£10.71
London Garage Orchestra,Sat| Apr 18| 21:00,Hootananny Brixton|95 Effra Road|London|SW2 1DF|,https://www.eventbrite.co.uk/e/london-garage-orchestra-tickets-97143652279?aff=ebdssbdestsearch,music,£5.84 - £8.84
The Pickle Factory with DJ Masda| Desyn| Truly Madly,Fri| May 1| 23:00,The Pickle Factory|13-14 The Oval|London|E2 9DU|,https://www.eventbrite.co.uk/e/the-pickle-factory-with-dj-masda-desyn-truly-madly-tickets-95623908685?aff=ebdssbdestsearch,music,From £6.64
Hip Hop Classics Performed by an Orchestra,Fri| May 1| 20:00,The Camden Assembly|49 Chalk Farm Road|London|NW1 8AN|,https://www.eventbrite.co.uk/e/hip-hop-classics-performed-by-an-orchestra-tickets-76942670599?aff=ebdssbdestsearch,music,£13.57
Zlatan Live in London Concert,Sun| May 10| 18:00,The Millennium Dome Millennium Way|indigo2|205 Peninsula Square|London|,https://www.eventbrite.co.uk/e/zlatan-live-in-london-concert-tickets-95571580169?aff=ebdssbdestsearch,music,£25.92
Coast 2 Coast LIVE Artist Showcase London| UK - Win $50K In Prizes,Tue| Apr 28| 19:00,FIDDLERS ELBOW CAMDEN • LONDON,https://www.eventbrite.com/e/coast-2-coast-live-artist-showcase-london-uk-win-50k-in-prizes-tickets-76683210547?aff=ebdssbdestsearch,music,Check event for more detail
Sunday Jazz Lunch: Benoit Viellefon,Sun| Apr 12| 12:00,Boisdale of Canary Wharf • London,https://www.eventbrite.co.uk/e/sunday-jazz-lunch-benoit-viellefon-tickets-88489958849?aff=ebdssbdestsearch,music,Check event for more detail
Swing & Bass Presents: Cirque Bizarre,Sat| May 2| 21:00,Hootananny Brixton|95 Effra Road|London|SW2 1DF|,https://www.eventbrite.co.uk/e/swing-bass-presents-cirque-bizarre-tickets-90818918831?aff=ebdssbdestsearch,music,£5.84 - £8.84
A  TASTE OF DOMINICA & ST. LUCIA AFTER CARNIVAL EDITION,Sat| Sep 5| 22:00,Starlight Banqueting Suite|300 Leabridge Road|London|E10 7LD|,https://www.eventbrite.co.uk/e/a-taste-of-dominica-st-lucia-after-carnival-edition-tickets-98207195365?aff=ebdssbdestsearch,music,From £11.37
CYOA! Sober Queer+LGBT Dance Party| April 2020,Sat| Apr 11| 20:00,DIY Space For London|96-108 Ormside Street|London|SE15 1TF|,https://www.eventbrite.co.uk/e/cyoa-sober-queerlgbt-dance-party-april-2020-tickets-94200888393?aff=ebdssbdestsearch,music,£0 - £8.14
Vivaldi’s Four Seasons by Candlelight,Sat| May 16| 19:30,St James's Piccadilly|197 Piccadilly|London|W1J 9LL|,https://www.eventbrite.co.uk/e/vivaldis-four-seasons-by-candlelight-tickets-90535870225?aff=ebdssbdestsearch,music,From £16.76
Jukebox-  Headphone Party @Boxpark Shoreditch,Wed| Jun 24| 19:00,Boxpark Shoreditch|2-10 Bethnal Green Road|London|E1 6GY|,https://www.eventbrite.co.uk/e/jukebox-headphone-party-boxpark-shoreditch-tickets-87945825331?aff=ebdssbdestsearch,music,Free
Carolina Durante,Sat| Nov 21| 18:00,Sat| 21 November 2020|18:00 – 22:00 GMT|Add to Calendar|,https://www.eventbrite.co.uk/e/carolina-durante-tickets-93486493619?aff=ebdssbdestsearch,music,£21.93
Latin American Whispers| José Luis Urquieta in Concert,Wed| May 13| 19:30,King's College London Chapel|Strand|London|WC2R 2LS|,https://www.eventbrite.co.uk/e/latin-american-whispers-jose-luis-urquieta-in-concert-tickets-95242879015?aff=ebdssbdestsearch,music,Free
EGG LDN Pres: Hito| Anna Tur| Lilly Palmer & Luther Vine,Sat| Apr 18| 23:00,Sat| 18 April 2020| 23:00 -|Sun| 19 April 2020| 07:00 BST|Doors at 05:00|Add to Calendar|,https://www.eventbrite.co.uk/e/egg-ldn-pres-hito-anna-tur-lilly-palmer-luther-vine-tickets-95877667685?aff=ebdssbdestsearch,music,From £9.21
Blithe  Saxon LIVE,Wed| Apr 29| 19:00,Colours Hoxton|2-4 Hoxton Square|London|N1 6NU|,https://www.eventbrite.co.uk/e/blithe-saxon-live-tickets-95229685553?aff=ebdssbdestsearch,music,From £9.50
Jukebox - Headphone party @Boxpark Croydon,Thu| May 28| 19:00,Boxpark Croydon|99 George Street|Croydon|CR0 1LD|,https://www.eventbrite.co.uk/e/jukebox-headphone-party-boxpark-croydon-tickets-87942443215?aff=ebdssbdestsearch,music,Free
Noye's Fludde,Sun| Jun 7| 16:00,St John the Evangelist| Upper Norwood|1 Sylvan Road|London|SE19 2RX|,https://www.eventbrite.co.uk/e/noyes-fludde-tickets-70778459277?aff=ebdssbdestsearch,music,From £5.17
Totally Tina- Tina Turner Tribute Event,Sat| May 30| 19:30,TW7 6PN|Saint John's Road|Isleworth|TW7 6PN|,https://www.eventbrite.com/e/totally-tina-tina-turner-tribute-event-tickets-90235551965?aff=ebdssbdestsearch,music,£12
Synth or Swim: Ulrich Schnauss & Ian Tregoning,Thu| Apr 23| 19:00,The Pool|Miloco Studios|36 Leroy Street|London|,https://www.eventbrite.co.uk/e/synth-or-swim-ulrich-schnauss-ian-tregoning-tickets-92906587103?aff=ebdssbdestsearch,music,£30
90’s Singalong,Sat| Apr 25| 20:30,The Kings Head Enfield|9 Market Place|London|EN2 6LL|,https://www.eventbrite.co.uk/e/90s-singalong-tickets-92826876687?aff=ebdssbdestsearch,music,£11.37
RAE / JuiceBox + Further Support,Thu| Apr 9| 19:30,The Waiting Room|175 Stoke Newington High Street|London|N16 0LH|,https://www.eventbrite.com/e/rae-juicebox-further-support-tickets-90449961269?aff=ebdssbdestsearch,music,Free
Miskin Music Presents...,Thu| Apr 9| 19:00,New Cross Inn|323 New Cross Road|London|SE14 6AS|,https://www.eventbrite.co.uk/e/miskin-music-presents-tickets-96941062327?aff=ebdssbdestsearch,music,Free
Meron Addis,Sun| Apr 26| 20:00,Colours Hoxton|2-4 Hoxton Square|London|N1 6NU|,https://www.eventbrite.co.uk/e/meron-addis-tickets-96181035065?aff=ebdssbdestsearch,music,From £5.98
Nara Taylor -  Charity Fundraiser Show,Fri| May 1| 20:00,Finborough Arms|118 Finborough Road|London|SW10 9ED|,https://www.eventbrite.co.uk/e/nara-taylor-charity-fundraiser-show-tickets-94985467089?aff=ebdssbdestsearch,music,Free
Hip Hop Karaoke @ Queen Of Hoxton,Thu| Apr 9| 20:00,Queen of Hoxton|1-5 Curtain Road|London|EC2A 3JX|,https://www.eventbrite.co.uk/e/hip-hop-karaoke-queen-of-hoxton-tickets-98377779587?aff=ebdssbdestsearch,music,£5.98 - £8.14
Hidden Herd Presents: Lacuna Common + Support (Free Entry),Fri| Apr 24| 19:30,The Finsbury|336 Green Lanes|London|N4 1BY|,https://www.eventbrite.co.uk/e/hidden-herd-presents-lacuna-common-support-free-entry-tickets-92788116755?aff=ebdssbdestsearch,music,Free
Tunedin.London presents the concert: Masters of Syria,Wed| Apr 22| 19:30,Sands Films|82 Saint Marychurch Street|London|SE16 4HZ|,https://www.eventbrite.co.uk/e/tunedinlondon-presents-the-concert-masters-of-syria-tickets-92338485897?aff=ebdssbdestsearch,music,Free
Berlin Berlin - Pride Special,Sat| Jun 27| 22:00,Egg London|200 York Way| London N7 9AX|London|N7 9AX|,https://www.eventbrite.co.uk/e/berlin-berlin-pride-special-tickets-96893546205?aff=ebdssbdestsearch,music,From £9.21
Praying Mantis,Sat| Oct 3| 19:00,ULU Live at Student Central|Malet St|London|WC1E 7HY|,https://www.eventbrite.co.uk/e/praying-mantis-tickets-94614036129?aff=ebdssbdestsearch,music,£22.64
UCOJ 5th Birthday : Operation Jungle pt2,Fri| Apr 17| 22:00,Fri| Apr 17| 2020| 10:00 PM –|Sat| Apr 18| 2020| 5:00 AM BST|Add to Calendar|,https://www.eventbrite.co.uk/e/ucoj-5th-birthday-operation-jungle-pt2-tickets-96350554101?aff=ebdssbdestsearch,music,£16.98
Chislehurst Rocks 2020,Sat| Jun 27| 12:00,Chislehurst Recreation Ground|Empress Drive|Chislehurst|BR7 5DF|,https://www.eventbrite.co.uk/e/chislehurst-rocks-2020-tickets-98202730009?aff=ebdssbdestsearch,music,£11.37 - £35
FIRE FETE,Fri| Apr 17| 22:00,FIRE Nightclub|South Lambeth Road|London|SW8 1RT|,https://www.eventbrite.co.uk/e/fire-fete-tickets-93645053877?aff=ebdssbdestsearch,music,From £9.21
Rod Stewart Tribute Evening,Sat| Jun 13| 19:30,TW7 6PN|Saint John's Road|Isleworth|TW7 6PN|,https://www.eventbrite.com/e/rod-stewart-tribute-evening-tickets-92136590021?aff=ebdssbdestsearch,music,£12
Luther Vandross -Harry Cambridge,Thu| Apr 23| 19:30,The Coach House|24 High street| Wimbledon Village|London|SW19 5EA|,https://www.eventbrite.com/e/luther-vandross-harry-cambridge-tickets-98777232361?aff=ebdssbdestsearch,music,From £16.76
Queer Clarinet,Fri| May 15| 19:30,Morley College|61 Westminster Bridge Road|London|SE1 7HT|,https://www.eventbrite.co.uk/e/queer-clarinet-tickets-90293162279?aff=ebdssbdestsearch,music,£5
The Latin All Stars Orchestra,Fri| May 29| 19:00,Jazz Cafe|5 Parkway|London|NW1 7PG|,https://www.eventbrite.co.uk/e/the-latin-all-stars-orchestra-tickets-95216207239?aff=ebdssbdestsearch,music,£25.75
Dean Friedman - In Concert [Teddington],Thu| May 7| 20:00,Landmark Arts Centre|Ferry Road|Teddington|TW11 9NN|,https://www.eventbrite.com/e/dean-friedman-in-concert-teddington-tickets-85528785901?aff=ebdssbdestsearch,music,From £28.62
Watoto Children's Choir in 'We Will Go'- Kennington| London,Fri| May 1| 19:30,St Mark's Church|337 Kennington Park Road|Kennington|SE11 4PW|,https://www.eventbrite.co.uk/e/watoto-childrens-choir-in-we-will-go-kennington-london-tickets-92191087023?aff=ebdssbdestsearch,music,Free
The Line Up Presents: KyzR x Friends (Tracksuit Party),Thu| Apr 16| 18:30,Revolution London - America Square|1 America Square|London|EC3N 2LS|,https://www.eventbrite.com/e/the-line-up-presents-kyzr-x-friends-tracksuit-party-tickets-94622489413?aff=ebdssbdestsearch,music,From £7.06
New York Brass Band,Fri| Apr 10| 21:00,Fri| 10 Apr 2020| 21:00 –|Sat| 11 Apr 2020| 02:30 BST|Add to Calendar|,https://www.eventbrite.co.uk/e/new-york-brass-band-tickets-93072615699?aff=ebdssbdestsearch,music,£5.72
Jeremy Goddard's 40th Birthday,Fri| Apr 17| 19:30,George Tavern|373 Commercial Road|London|E1 0LA|,https://www.eventbrite.com/e/jeremy-goddards-40th-birthday-tickets-94660320567?aff=ebdssbdestsearch,music,Free
Yeah| but how do royalties really work?,Thu| Apr 30| 18:30,1 Cousin Ln|1 Cousin Lane|London|EC4R 3XJ|,https://www.eventbrite.co.uk/e/yeah-but-how-do-royalties-really-work-tickets-98416270715?aff=ebdssbdestsearch,music,Free
Yeah| but can I claim that as an expense?,Thu| Apr 23| 18:30,1 Cousin Ln|1 Cousin Lane|London|EC4R 3XJ|,https://www.eventbrite.co.uk/e/yeah-but-can-i-claim-that-as-an-expense-tickets-98415753167?aff=ebdssbdestsearch,music,Free
Reuben Richards and The Jezebel Sextet present The Music of OTIS REDDING,Sat| May 16| 21:00,Hideaway Jazz Club|2 Empire Mews|Stanthorpe Road|London|,https://www.eventbrite.co.uk/e/reuben-richards-and-the-jezebel-sextet-present-the-music-of-otis-redding-tickets-91315143051?aff=ebdssbdestsearch,music,£19.46
Attack The Block Party: High Focus Double Bill,Fri| Apr 24| 21:00,Hootananny Brixton|95 Effra Road|London|SW2 1DF|,https://www.eventbrite.co.uk/e/attack-the-block-party-high-focus-double-bill-tickets-92907289203?aff=ebdssbdestsearch,music,£5
Alexandra Burke,Tue| May 12| 21:15 + 3 more events,Boisdale of Canary Wharf • London,https://www.eventbrite.co.uk/e/alexandra-burke-tickets-92021046427?aff=ebdssbdestsearch,music,Check event for more detail
Rooted Coffee House Open Mic Night,Fri| Apr 24| 19:30 + 3 more events,Rooted Coffee house| Blackfen Community Library|7-9 Blackfen Parade|Sidcup|DA15 9LU|,https://www.eventbrite.co.uk/e/rooted-coffee-house-open-mic-night-tickets-89983590341?aff=ebdssbdestsearch,"music,arts",Free
Orlin Pavlov Live in London,Fri| May 22| 20:00,Cargo|83 Rivington Street|London|EC2A 3AY|,https://www.eventbrite.co.uk/e/orlin-pavlov-live-in-london-tickets-98379500735?aff=ebdssbdestsearch,music,£26.46
Breakup Haircut / Death of the Maiden / I| Doris / Panic Shack / The Slugs,Sat| Jun 13| 19:00,The Hope and Anchor|207 Upper Street|London|N1 1RL|,https://www.eventbrite.co.uk/e/breakup-haircut-death-of-the-maiden-i-doris-panic-shack-the-slugs-tickets-96266025273?aff=ebdssbdestsearch,music,£8
Great Welling Charity Beer & Music Festival - #GWBF9,Fri| Jul 24| 13:00,Guy Earl Of Warwick|Park View Road|Welling|DA16 1TB|,https://www.eventbrite.com/e/great-welling-charity-beer-music-festival-gwbf9-tickets-95615792409?aff=ebdssbdestsearch,music,Free
Tinlicker — Daytime Party,Sun| May 31| 16:00,Phonox|418 Brixton Road|London|SW9 7AY|,https://www.eventbrite.co.uk/e/tinlicker-daytime-party-tickets-92911788661?aff=ebdssbdestsearch,music,£22.15
ROSL Garden Party,Wed| Jul 29| 18:00,The Royal Over-Seas League|6 Park Place|London|SW1A 1LR|,https://www.eventbrite.com/e/rosl-garden-party-tickets-97086665831?aff=ebdssbdestsearch,music,£0 - £40
Re:Sound - Singing Workshop,Sun| Jun 7| 13:30,The VOCES8 Centre|St Anne & St Agnes Church|Gresham Street|London|,https://www.eventbrite.co.uk/e/resound-singing-workshop-tickets-80232657037?aff=ebdssbdestsearch,music,£20
Afrobeats Sundays - SMADE Parties,Today at 22:00 + 4 more events,LA Lounge|Bell Lane|London|E16 2AB|,https://www.eventbrite.co.uk/e/afrobeats-sundays-smade-parties-tickets-90784670393?aff=ebdssbdestsearch,music,£0 - £16.76
PLUSH BASHMENT PARTY  Easter Weekend Madness!!!,Sat| Apr 11| 20:00,VIP Lounge|546 High Road|Wembley|London|,https://www.eventbrite.co.uk/e/plush-bashment-party-easter-weekend-madness-tickets-90957864421?aff=ebdssbdestsearch,music,£0 - £291.65
Mini Fetterz Easter Party,Sat| Apr 11| 12:00,White City Community Centre|India Way|London|W12 7QT|,https://www.eventbrite.com/e/mini-fetterz-easter-party-tickets-98030352423?aff=ebdssbdestsearch,music,From £1.67
Art Collection,Thu| Apr 30| 19:00,Boxpark Shoreditch|2-10 Bethnal Green Road|London|E1 6GY|,https://www.eventbrite.co.uk/e/art-collection-tickets-97128406679?aff=ebdssbdestsearch,music,Free
Parties in London Tonight and Tomorrow!,Today at 11:00 + 87 more events,London Bridge Station|343|London|SE1 9SP|,https://www.eventbrite.com/e/parties-in-london-tonight-and-tomorrow-tickets-98565659541?aff=ebdssbdestsearch,music,$22.85 - $44.06
Success Express at The Ned - New Music Monday,Mon| Apr 20| 19:00,The Ned|27 Poultry|London|EC2R 8AJ|,https://www.eventbrite.co.uk/e/success-express-at-the-ned-new-music-monday-tickets-98765818221?aff=ebdssbdestsearch,music,Free
VIVALDI - FOUR SEASONS by Candlelight - Sat 13th June,Sat| Jun 13| 19:30,Southwark Cathedral|London Bridge|London|SE1 9DA|,https://www.eventbrite.co.uk/e/vivaldi-four-seasons-by-candlelight-sat-13th-june-tickets-87131951011?aff=ebdssbdestsearch,music,From £21.08
